"KUNDNR";"LEISTUNG";"PREIS";"PREISMTL";"TEXT";"BERECHNEN";"GELOESCHT";"ABRECH";"ARTNR";"DATUM";"NRECHNUNG";"FREI1";"FREI2";"FREI3";"ANZAHL";"IDWDIENSTE";"KUNDENNR2";"KUNDENNAME";"KUNDENNAME2";"ANSPRECHPARTNER";"PLZ";"ORT";"STRASSE";"ANREDE";"PROJEKTTEXT"
"1103";"Verkaufsprovision";200,0344;;"Provision lt. beiliegender Abrechnung";"";"";"E";"";"31.10.2003";"";"04.11.2003";"";"";1;"202512";"";"";"";"";"";"";"";"";""
"1014";"Wartung E-Mailserver ";30;;"Behebung der Störung des Postfachs hirth.aStörung bedingt durch Anwendungsfehler. Postfach wurde zu groß bedingt durch das ständige Belassen der erhaltenen E-Mails auf dem Server. Das Postfach wurde um den Verlust von E-Mails zu vermeiden in Pakete passender Größe aufgeteilt und einzeln übertragen.";"";"";"E";"";"11.11.2003";"";"03.12.2003";"";"";1;"2034912";"";"";"";"";"";"";"";"";""
"1110";"Webdesign und Programmierung";4130;;"Design/Programmierung www.gaswerk-illingen.de gem. Angebot v. 12.12.02";"";"";"E";"";"07.10.2003";"";"07.10.2003";"";"";1;"1735310";"";"";"";"";"";"";"";"";""
"1110";"Programmierung Schornsteinfegerliste";290;;"Programmierung einer dynamischen Schornsteinfegerliste gem. E-Mailangebot v. 12.08.03";"";"";"E";"";"07.10.2003";"";"07.10.2003";"";"";1;"1745510";"";"";"";"";"";"";"";"";""
"1181";"Lautsprecherkabel 20m";4,48;;"";"";"";"E";"";"07.10.2003";"";"07.10.2003";"";"";1;"1754212";"";"";"";"";"";"";"";"";""
"1171";"Provision lt. Anlage";487,04;;"";"";"";"E";"";"16.09.2003";"";"07.10.2003";"";"";1;"1774714";"";"";"";"";"";"";"";"";""
"1172";"Provision lt. Anlage";1098,26;;"Abrechnung Monat August 2003";"";"";"E";"";"16.09.2003";"";"07.10.2003";"";"";1;"1784914";"";"";"";"";"";"";"";"";""
"1181";"Cinchkabel HighQ-Digital";5,13;;"";"";"";"E";"";"07.10.2003";"";"07.10.2003";"";"";1;"1764312";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP168929";4179,15;;"Abrechnungszeitraum 01.07.03 - 31.07.2003";"";"";"E";"";"17.09.2003";"";"07.10.2003";"";"";1;"1791515";"";"";"";"";"";"";"";"";""
"1067";"Installation Forum-Update 1 Arbeitsstunde";30;;"";"";"";"E";"";"07.10.2003";"";"24.10.2003";"";"";1;"180516";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";191,93;;"Provisionsabrechnung lt. AnlageAbrechnungszeitraum 08.08.2003 - 21.08.2003";"";"";"E";"";"05.09.2003";"";"07.10.2003";"";"";1;"1814916";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";84,21;;"Abrechnungsperiode 05.09.03 - 18.09.03";"";"";"E";"";"08.10.2003";"";"08.10.2003";"";"";1;"1824611";"";"";"";"";"";"";"";"";""
"1131";"Webdesign";30;;"Überarbeitung Rubrik EU-Neufahrzeuge1 Arbeitsstunde";"";"";"E";"";"08.10.2003";"";"24.10.2003";"";"";1;"1834413";"";"";"";"";"";"";"";"";""
"1011";"Update www.wtbb-steuerberatung.de Oktober 2003";30;;"Sonderrundschreiben Oktober 2003";"";"";"E";"";"21.10.2003";"";"24.10.2003";"";"";1;"1834211";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";144,44;;"Provisionsabrechnung lt. AnlagePeriode 19.09.2003 - 02.10.2003";"";"";"E";"";"21.10.2003";"";"21.10.2003";"";"";1;"184113";"";"";"";"";"";"";"";"";""
"1068";"Nachberechnung Domain mihalyi.de";16,25;;"Nachberechnung der Domain mihalyi.defür den Zeitraum 17.10.2002 - 16.10.2003";"";"";"E";"";"22.10.2003";"";"22.10.2003";"";"";1;"1853514";"";"";"";"";"";"";"";"";""
"1171";"Provisionen lt. Anlage";483,6;;"";"";"";"E";"";"28.10.2003";"";"28.10.2003";"";"";1;"1912718";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP172007";2582,215;;"Umsatzzeitraum 01.08.03 - 31.08.03";"";"";"E";"";"28.10.2003";"";"28.10.2003";"";"";1;"1922119";"";"";"";"";"";"";"";"";""
"1172";"Provision lt. Anlage";551,43;;"Abrechnungszeitraum: September 2003";"";"";"E";"";"28.10.2003";"";"28.10.2003";"";"";1;"1933519";"";"";"";"";"";"";"";"";""
"1183";"Provision lt. Abrechnung";28,97;;"Abrechnungsmonat: September 2003";"";"";"E";"";"28.10.2003";"";"28.10.2003";"";"";1;"1944319";"";"";"";"";"";"";"";"";""
"1183";"Abrechnung Provision";15,92;;"Abrechnungsmonat: Juli 2003";"";"";"E";"";"15.08.2003";"";"28.10.2003";"";"";1;"1955119";"";"";"";"";"";"";"";"";""
"1183";"";;;"";"";"";"E";"";"28.10.2003";"28.10.2003";"";"";"";1;"1965719";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunde";30;;"Programmierstunden am01.10.2003      7,75 h02.10.2003      6,75 h06.10.2003      5,50 h07.10.2003      7,50 h09.10.2003      7,75 h10.10.2003      3,25 h13.10.2003      7,50 h14.10.2003      7,00 h15.10.2003      7,75 h16.10.2003      5,25 h17.10.2003      9,00 h20.10.2003      6,75 h21.10.2003    11,75 h22.10.2003      6,75 h23.10.2003      9,50 h24.10.2003      9,00 h25.10.2003      3,50 h27.10.2003      9,00 h29.10.2003      8,50 h30.10.2003      7,25 h";"";"";"E";"";"31.10.2003";"";"31.10.2003";"";"";147;"1972117";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkosten";75;;"Fahrtkosten am06.10.200313.10.200317.10.200320.10.200322.10.200323.10.200327.10.2003";"";"";"E";"";"31.10.2003";"";"31.10.2003";"";"";7;"1982717";"";"";"";"";"";"";"";"";""
"1172";"Provisionsgutschrift lt. Abrechnung";695,9;;"Abrechnungszeitraum Oktober 2003";"";"";"E";"";"14.11.2003";"";"18.11.2003";"";"";1;"2063013";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfigurationsarbeiten";30;;"Konfigurationsarbeiten E-Mailserver / StörungsbeseitigungAufsplittung der übergroßen Postfächer p01out und p01spamPostfächer hatten wegen Userfehler Übergröße erreicht";"";"";"E";"";"30.11.2003";"";"03.12.2003";"";"";1;"2161817";"";"";"";"";"";"";"";"";""
"1160";"Profisellergutschrift";43,1;;"Profisellergutschrift lt. beiligendem Beleg";"";"";"E";"";"04.12.2003";"";"04.12.2003";"";"";1;"2205715";"";"";"";"";"";"";"";"";""
"1171";"Provisionsgutschrift lt. Anlage";422,45;;"Abrechnungszeitraum Oktober 2003";"";"";"E";"";"17.11.2003";"";"18.11.2003";"";"";1;"2073113";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkostenpauschale";75;;"Anfahrten am12.11.200317.11.2003";"";"";"E";"";"30.11.2003";"";"13.01.2004";"";"";2;"2172417";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunde";30;;"05.11.20037,00 h07.11.20033,00 h10.11.20037,50 h11.11.20035,25 h12.11.20036,25 h13.11.20038,00 h14.11.20037,25 h17.11.20038,50 h18.11.20037,00 h20.11.20035,00 h21.11.20030,75 hGesamt               65,50 h";"";"";"E";"";"30.11.2003";"";"13.01.2004";"";"";65,5;"2182517";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkosten";75;;"Fahrtkosten am 26.01.2005";"";"";"E";"FAHR";"26.01.2005";"";"01.02.2005";"";"";1;"63547713";"";"";"";"";"";"";"";"";""
"1065";".ch Nameservice und Abwicklung";6;;"Domain: tell2000plus.ch";"";"31.12.2005";"G";"DNS-CH";"01.01.2004";"05.01.2006";"";"";"";1;"2351912";"";"";"";"";"";"";"";"";""
"1197";"Serverhousing - Pauschale";22,5;;"Serverhousing - Pauschale 01.12.2003 bis 15.12.2003Abschlussrechnung";"";"";"E";"";"03.12.2003";"";"03.12.2003";"";"";1;"2191015";"";"";"";"";"";"";"";"";""
"1168";"Provisionsabrechnung";6840,93;;"";"";"";"E";"";"13.01.2004";"";"04.02.2004";"";"";1;"260018";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";81,37;;"Abrechnungszeitraum 31.10.2003 - 13.11.2003";"";"";"E";"";"05.12.2003";"";"05.12.2003";"";"";1;"2214712";"";"";"";"";"";"";"";"";""
"1201";"Transcend JetFlash USB 2.0 blau 512 MB";152;;"";"";"";"E";"";"19.12.2003";"";"19.12.2003";"";"";2;"2281811";"";"";"";"";"";"";"";"";""
"1201";"SanDisk 8 in 1 Reader";28,15;;"";"";"";"E";"";"11.12.2003";"";"11.12.2003";"";"";1;"2222312";"";"";"";"";"";"";"";"";""
"1201";"Panasonic RP-SD 128";40;;"";"";"";"E";"";"11.12.2003";"";"11.12.2003";"";"";3;"2232412";"";"";"";"";"";"";"";"";""
"1201";"Anteil Versandkosten / Transportversicherung";5,05;;"";"";"";"E";"";"11.12.2003";"";"11.12.2003";"";"";1;"2242512";"";"";"";"";"";"";"";"";""
"1202";"Vermittlungsprovision";1000;;"Vermittlung Kunde Taylorix Institut Saarbrücken";"";"";"E";"";"16.12.2003";"";"16.12.2003";"";"";1;"227413";"";"";"";"";"";"";"";"";""
"1201";"Transcend JetFlash USB 2.0 blau 512 MB";152;;"";"";"";"E";"";"16.12.2003";"";"16.12.2003";"";"";1;"2264012";"";"";"";"";"";"";"";"";""
"1201";"Versandkosten / Transportversicherung";6,46;;"";"";"";"E";"";"16.12.2003";"";"16.12.2003";"";"";1;"2274112";"";"";"";"";"";"";"";"";""
"1171";"Provision";237,9137;;"";"";"";"E";"";"16.01.2004";"";"05.02.2004";"";"";1;"2613312";"";"";"";"";"";"";"";"";""
"1201";"Porto/Verpackung - Versicherung";7,33;;"";"";"";"E";"";"19.12.2003";"";"19.12.2003";"";"";1;"2291911";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung lt. Anlage";104,51;;"";"";"";"E";"";"19.12.2003";"";"19.12.2003";"";"";1;"230112";"";"";"";"";"";"";"";"";""
"1168";"Provisionsabrechnung EP179891";4930,905;;"";"";"";"E";"";"19.12.2003";"";"19.12.2003";"";"";1;"231212";"";"";"";"";"";"";"";"";""
"1209";"Provision";47,2758;;"";"";"";"E";"";"19.01.2004";"";"05.02.2004";"";"";1;"262213";"";"";"";"";"";"";"";"";""
"1174";"Provision";32,4;;"";"";"";"E";"";"26.01.2004";"";"05.02.2004";"";"";1;"263014";"";"";"";"";"";"";"";"";""
"1172";"Provision";423,67;;"";"";"";"E";"";"26.01.2004";"";"05.02.2004";"";"";1;"2641814";"";"";"";"";"";"";"";"";""
"1194";"Einrichtung Shop";150;;"Installation & Anpassung www.barshop.de";"";"";"E";"";"09.02.2004";"";"09.02.2004";"";"";1;"2652716";"";"";"";"";"";"";"";"";""
"1172";"Provision lt. Anlage";445,39;;"";"";"";"E";"";"19.12.2003";"";"19.12.2003";"";"";1;"232612";"";"";"";"";"";"";"";"";""
"1040";"Webdesign";50;;"Update voices-allstars.comVideobearbeitung";"";"";"E";"";"20.11.2003";"";"26.11.2003";"";"";1;"2081217";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";93,88;;"Provisionsabrechnung Periode 17.10.2003 - 30.10.2003";"";"";"E";"";"14.11.2003";"";"21.11.2003";"";"";1;"209511";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP176410";2871,27;;"Umsatzzeitraum 01.09.2003 - 30.09.2003";"";"";"E";"";"19.11.2003";"";"26.11.2003";"";"";1;"2101213";"";"";"";"";"";"";"";"";""
"1198";"Provisionsabrechnung lt. Anlage";17,85;;"";"";"";"E";"";"02.12.2003";"";"02.12.2003";"";"";1;"2125910";"";"";"";"";"";"";"";"";""
"1183";"Provisions-Gutschrift";25,82;;"Provision lt. Abrechnung";"";"";"E";"";"15.11.2003";"";"26.11.2003";"";"";1;"2111313";"";"";"";"";"";"";"";"";""
"1174";"Provisionsabrechnung lt. Anlage";41,75;;"";"";"";"E";"";"02.12.2003";"";"02.12.2003";"";"";1;"213211";"";"";"";"";"";"";"";"";""
"1015";"Konfigurationsarbeiten / Zeitstunde";30;;"Update diverse DomainsEinrichtung sekundärer u. primärer DNSEndkontrolle";"";"";"E";"";"02.12.2003";"";"04.12.2003";"";"";0,5;"2144716";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter";46,5;;"November 2003: 102 Filter editiert102 Filter              | * 90 sec / Filter=     9.180 sec      | : 60 sec / min=        153 min      | - 60 min (Service inklusive)=          93 min      | : 60 min / h=          1,55 h       | * 30,00 Euro / h=   46,50 Euro ";"";"";"E";"";"30.11.2003";"";"03.12.2003";"";"";1;"2151017";"";"";"";"";"";"";"";"";""
"1171";"Provision lt. Anlage";273,49;;"";"";"";"E";"";"19.12.2003";"";"19.12.2003";"";"";1;"2332314";"";"";"";"";"";"";"";"";""
"1109";"Wiederherstellung gelöschter Domain";233,81;;"Wiederherstellung der bereits gekündigten und gelöschten Domainfantasiepics.com";"";"";"E";"";"29.12.2003";"";"29.12.2003";"";"";1;"2342416";"";"";"";"";"";"";"";"";""
"1201";"Panasonic RP-SD 128";40;;"";"";"";"E";"";"05.01.2004";"";"09.01.2004";"";"";1;"2364513";"";"";"";"";"";"";"";"";""
"1057";".de Registrierung";-6,4;;"Gutschrift aus RN 10208 medientraining-produktion.de";"";"";"G";"REG-DE";"18.04.2006";"18.04.2007";"";"";"";1;"1005335216";"";"";"";"";"";"";"";"";""
"1057";".ch Nameservice + Abwicklung";8;;"Domain: billiger-surfen.ch";"";"";"G";"0010";"01.01.2004";"05.01.2007";"";"";"";1;"2371015";"";"";"";"";"";"";"";"";""
"1057";".ch Nameservice + Abwicklung";8;;"Domain: billigersurfen.ch";"";"";"G";"0010";"01.01.2004";"05.01.2007";"";"";"";1;"2381115";"";"";"";"";"";"";"";"";""
"1183";"Provisionsabrechnung";12,89;;"lt. Anlage";"";"";"E";"";"15.12.2003";"";"05.01.2004";"";"";1;"2393316";"";"";"";"";"";"";"";"";""
"1201";"Panasonic RP-SD 128";80;;"";"";"";"E";"";"06.01.2004";"";"09.01.2004";"";"";1;"2401512";"";"";"";"";"";"";"";"";""
"1009";"SSL Webserverzertifikat 128 bit";303;;"Thawte SSL Zertifikat 128 bitssl.taylorix-institut.comgültig bis 18.12.2005";"";"";"E";"";"06.01.2004";"";"09.01.2004";"";"";1;"2414218";"";"";"";"";"";"";"";"";""
"1009";"Konfigurationsarbeiten";30;;"Anlage und Konfiguration ssl.taylorix-institut.comInstallation SSL Zertifikat1 Arbeitsstunde";"";"";"E";"";"06.01.2004";"";"09.01.2004";"";"";1;"2422812";"";"";"";"";"";"";"";"";""
"1204";"Reaktivierung gelöschte Domain";235;;"Reaktivierung gelöschter Domain mauriziograndinetti.com";"";"";"E";"";"07.01.2004";"";"07.01.2004";"";"";1;"243117";"";"";"";"";"";"";"";"";""
"1205";"Online-Werbung";469,5;;"Online-Werbung auf www.swingerclubs.deKampagnendauer 6 WochenMindestklickzahl 1.700Beginn der Kampagne wird noch abgestimmt";"";"";"E";"";"12.01.2004";"";"12.01.2004";"";"";1;"2445518";"";"";"";"";"";"";"";"";""
"1028";"SSL-Zertifikat ssl.neunkirchen.de";200;;"SSL-Zertifikat 128 BitGültigkeit 07.01.  - 06.01. Folgejahr";"";"05.01.2007";"G";"";"13.01.2004";"06.01.2007";"";"";"";1;"2452312";"";"";"";"";"";"";"";"";""
"1028";"Einrichtung SSL Server";50;;"Einrichtung von SSL Unterstützung für Server ssl.neunkirchen.de";"";"";"E";"";"13.01.2004";"";"13.01.2004";"";"";1;"2462612";"";"";"";"";"";"";"";"";""
"1067";"Installation Forum-Update 1 Arbeitsstunde";30;;"";"";"";"E";"";"15.01.2004";"";"02.02.2004";"";"";1;"247714";"";"";"";"";"";"";"";"";""
"1022";"Installation und Anpassung Gästebuch";200;;"forum.haddaway.de";"";"";"E";"";"26.01.2004";"";"27.01.2004";"";"";1;"249412";"";"";"";"";"";"";"";"";""
"1022";"Programmierung Tagebuch & Design";400;;"comeback.haddaway.de";"";"";"E";"";"26.01.2004";"";"27.01.2004";"";"";1;"248112";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";100,95;;"lt. Anlage";"";"";"E";"";"23.01.2004";"";"28.01.2004";"";"";1;"2511316";"";"";"";"";"";"";"";"";""
"1022";"Flashintro und Gesamtlayout des Framesets";280;;"comeback.haddaway.de";"";"";"E";"";"26.01.2004";"";"27.01.2004";"";"";1;"250512";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";80,66;;"lt Anlage";"";"";"E";"";"09.01.2004";"";"28.01.2004";"";"";1;"2521616";"";"";"";"";"";"";"";"";""
"1103";"Verkaufsprovisionen";157,42;;"";"";"";"E";"";"28.01.2004";"";"28.01.2004";"";"";1;"2535417";"";"";"";"";"";"";"";"";""
"1249";"Arbeitsstunde Technik";40;;"Programmierarbeiten ip-adress.comArbeiten ausgeführt im April 2007Fehlerbehandlung bei IP-FalscheingabeFehlerbehandlung bei Hostname nicht auflösbarEchtzeitstatistik /statistik/statistik.phpÜberarbeitung Darstellung der Suchergebnisse";"";"";"E";"STD-T";"16.04.2007";"16.04.2007";"";"";"";7;"1102281213";"";"";"";"";"";"";"";"";""
"1014";"Arbeitsstunden E-Mailservice";30;;"Übergroßes nicht rechtzeitig geleertes Spampostfach in 50 MB Pakete zerlegt und der Reihe nach zur Abholung bereit gestellt.";"";"";"E";"";"22.01.2004";"";"02.02.2004";"";"";3;"255314";"";"";"";"";"";"";"";"";""
"1014";"Arbeitsstunde E-Mailservice";30;;"Gesuchte E-Mails aus Spampostfach extrahiert und zur Abholung bereit gestellt.";"";"";"E";"";"28.01.2004";"";"02.02.2004";"";"";0,5;"256414";"";"";"";"";"";"";"";"";""
"1014";"Konfigurationsarbeiten E-Mailfilter";30;;"Januar 2004: 40 Filter editiert40 Filter               | * 90 sec / Filter=     3.600 sec      | : 60 sec / min=         60 min       | : 60 min / h=          1,00 h       | * 30,00 Euro / h=   30,00 Euro ";"";"";"E";"";"31.01.2004";"";"02.02.2004";"";"";1;"2571114";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"E-Mailtraffic auf 212.227.110.177 im Januar 20043743,32 MB";"";"";"E";"";"31.01.2004";"";"02.02.2004";"";"";3;"2583314";"";"";"";"";"";"";"";"";""
"1014";"Arbeitsstunde E-Mailservice";30;;"Installation- und Konfiguration SpamAssassinService in Pauschale enthalten";"";"";"E";"";"13.01.2004";"";"02.02.2004";"";"";0;"2593514";"";"";"";"";"";"";"";"";""
"1214";"Bannerklicks";49,569;;"250 BannerklicksZiel-URL http://www.ibiza-flair.de";"";"";"E";"";"01.03.2004";"";"01.03.2004";"";"";1;"2741812";"";"";"";"";"";"";"";"";""
"1123";"Provision";167,3793;;"";"";"";"E";"";"01.03.2004";"";"01.03.2004";"";"";1;"2754415";"";"";"";"";"";"";"";"";""
"1172";"Provision";338,6121;;"";"";"";"E";"";"01.03.2004";"";"01.03.2004";"";"";1;"2764915";"";"";"";"";"";"";"";"";""
"1354";".ch Nameservice und Abwicklung";3;;"Domain sommerferienhaus.ch";"";"";"G";"DNS-CH";"21.02.2006";"27.02.2008";"";"";"";1;"958254712";"";"";"";"";"";"";"";"";""
"1317";"Swinger 2000";42,2414;;"Lieferung 19.01.2005";"";"";"E";"PG-2021";"19.01.2005";"";"23.02.2005";"";"";1;"666501015";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"E-Mailtraffic über PauschaleGesamttraffic Februar 06 = 3,44 GB";"";"";"E";"TRAF-M";"28.02.2006";"";"01.03.2006";"";"";3;"96042712";"";"";"";"";"";"";"";"";""
"1005";"Design / Programmierung Webseite www.epvgmbh.de";3800;;"Umsetzung / Programmierung Ihrer Webseite gem. Angebot Zahlbar in zwei Raten zu je der Hälfte des Gesamtbetrags1. Rate fällig am 15.03.20042. Rate fällig am 15.04.2004";"";"";"E";"";"02.03.2004";"";"02.03.2004";"";"";1;"2865911";"";"";"";"";"";"";"";"";""
"1317";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"19.01.2005";"";"23.02.2005";"";"";1;"667502215";"";"";"";"";"";"";"";"";""
"1388";"Allgemeine Dienstleistung";180;;"Einrichtung dedizierter Server gem. Angebot v. 13.03.06und Ihren Vorgaben";"";"";"E";"SER";"29.03.2006";"";"07.04.2006";"";"";1;"99640910";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";785,91;;"";"";"";"E";"PP-E";"08.03.2006";"";"08.03.2006";"";"";1;"971523816";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Suche nach Mail von Jan@Bunnemann.de";"";"";"E";"RECH-M";"24.03.2006";"";"05.04.2006";"";"";1;"992185117";"";"";"";"";"";"";"";"";""
"1040";"Webentwicklung / Design";60;;"Update voices-allstars.comEinbau neuer englischer TextEinfügen zusätzlicher Bildergalerie für 2006";"";"";"E";"WEB";"11.04.2006";"";"27.04.2006";"";"";1;"999135613";"";"";"";"";"";"";"";"";""
"1181";"Kabel Fröhlich & Walter";16,71;;"Kabel gem. Rechnung Fröhlich & WalterRN 60032917 vom 31.03.06";"";"";"E";"";"03.04.2006";"";"11.04.2006";"";"";1;"993325011";"";"";"";"";"";"";"";"";""
"1215";"Anteiliges Hosting www.sopo-reinhard.de ";5,5;;"Standard-Hosting www.sopo-reinhard.deZeitraum 15.03.2004 - 31.03.2004 (1/2 Monat)";"";"";"E";"";"09.03.2004";"";"10.03.2004";"";"";1;"2891417";"";"";"";"";"";"";"";"";""
"1011";"Update www.wtbb-steuerberatung.de März 2004";30,68;;"";"";"";"E";"";"05.03.2004";"";"29.03.2004";"";"";1;"2892718";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfigurationsarbeiten";30;;"Aussortieren von Mails aus Spampostfach";"";"";"E";"";"12.02.2004";"";"09.03.2004";"";"";0,75;"2903117";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamter Traffic Februar 2004 = 3,65 GB";"";"";"E";"";"29.02.2004";"";"09.03.2004";"";"";3;"2913817";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";2,9;;"Bestellung Ro Ko vom 17.03.2005";"";"";"E";"PP-E";"17.03.2005";"";"02.05.2005";"";"";1;"749213414";"";"";"";"";"";"";"";"";""
"1065";".ch Nameservice und Abwicklung";6;;"DNS popperhandy.ch";"";"31.03.2006";"G";"DNS-CH";"01.04.2004";"01.04.2006";"";"";"";1;"3042617";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";82,31;;"Abrechnung vom 05.03.04";"";"";"E";"";"01.04.2004";"";"01.04.2004";"";"";1;"3055817";"";"";"";"";"";"";"";"";""
"1071";"Programmierung / Design www.spotlight-funktechnik.";2855;;"Seitenerstellung gem. Angebot vom 01.04.2003Ihr Auftrag vom 03.04.2003";"";"";"E";"";"25.03.2004";"";"25.03.2004";"";"";1;"2981918";"";"";"";"";"";"";"";"";""
"1071";"Programmierung PDF-Upload";150;;"Nachträgliche Programmierung PDF-Upload je Produktgem. Absprache zwischen Herrn Müller und Herrn Zganjarvom 10.11.2003";"";"";"E";"";"25.03.2004";"";"25.03.2004";"";"";1;"2992018";"";"";"";"";"";"";"";"";""
"1194";"Programmierarbeiten / Arbeitsstunde";30;;"Änderung des RechnungsaufbausAusweis Bruttosumme für Steuersätze 7 und 16 %";"";"";"E";"";"25.03.2004";"";"29.03.2004";"";"";3;"3001615";"";"";"";"";"";"";"";"";""
"1103";"Provisionsabrechnung";85,56;;"GRE0002606";"";"";"E";"";"02.04.2004";"";"02.04.2004";"";"";1;"3064911";"";"";"";"";"";"";"";"";""
"1171";"Provisionsabrechnung";127,5775;;"";"";"";"E";"";"02.04.2004";"";"02.04.2004";"";"";1;"3075711";"";"";"";"";"";"";"";"";""
"1234";"Provision";3223,43;;"EP190537";"";"";"E";"";"02.04.2004";"";"02.04.2004";"";"";1;"308712";"";"";"";"";"";"";"";"";""
"1123";"Provision";71,64;;"Abrechnung vom 19.03.2004";"";"";"E";"";"02.04.2004";"";"02.04.2004";"";"";1;"3091712";"";"";"";"";"";"";"";"";""
"1183";"Provision";82,6;;"";"";"";"E";"";"02.04.2004";"";"02.04.2004";"";"";1;"3102212";"";"";"";"";"";"";"";"";""
"1172";"Provision";387,4;;"1052904003099";"";"";"E";"";"02.04.2004";"";"02.04.2004";"";"";1;"3113112";"";"";"";"";"";"";"";"";""
"1174";"Provisionsabrechnung";33,75;;"pc/566/2004";"";"";"E";"";"02.04.2004";"";"02.04.2004";"";"";1;"3123612";"";"";"";"";"";"";"";"";""
"1145";"Weiterbelastung Rücklastschrift";7,5;;"Lastschrift vorgelegt am 02.04.2004nicht bezahlt";"";"";"E";"LAS";"05.04.2004";"";"";"";"";1;"3134312";"";"";"";"";"";"";"";"";""
"1103";"Provisionsabrechnung";100,47;;"GRE0002686";"";"";"E";"";"06.04.2004";"";"06.04.2004";"";"";1;"3145311";"";"";"";"";"";"";"";"";""
"1017";".net Registrierung";8,5;;"seo-hilfe.net 14.09.05 - 13.09.06";"";"";"E";"REG-NET";"14.09.2006";"";"14.09.2006";"";"";1;"104005016";"";"";"";"";"";"";"";"";""
"1008";"Update www.sggt.de";30;;"7 Dateien geupdatet. Änderung Kontaktadressen deutsch und englisch1 Stunde Arbeitsaufwand";"";"";"E";"";"08.04.2004";"";"21.04.2004";"";"";1;"3163116";"";"";"";"";"";"";"";"";""
